,M1,M2,chi_eff,spin1,spin2
0,Msun,Msun,#,#,#
1,24.11781039644486,2.5158057184672127,0.03907167806172967,0.04500240198080166,-0.017783298435018784
2,23.701935031863936,2.555073129458253,0.03427236892741944,0.00453867881139859,0.3100946079319549
3,23.291770839418668,2.555013727202115,0.021842794000005085,-0.005784165152985138,0.27369302663498835
4,23.21861593071118,2.5601392329442008,0.00010472441510655911,0.0009817336821954013,-0.007849116953432067
5,22.34886207538539,2.6627556731958,-0.03879812180372667,-0.05749550125921054,0.11813146765433943
6,21.954597484137025,2.682287535472995,-0.05453698796322206,-0.061012613032701134,-0.0015338181022660966
7,21.803109375243167,2.712570936181926,-0.10144492531983859,-0.022902378889480976,-0.7327543991438074
8,23.802233864018767,2.557683129642552,0.0605506983181652,-0.016655272057817107,0.7790425792277677
9,23.386816792989038,2.5741129521033677,0.019811931940213415,-0.014832485265477953,0.33456992941943414
10,23.513036715426722,2.520816562981251,0.020096559712695326,0.013439552137189172,0.0821901153630254
11,22.665769552043113,2.6628794888937484,-0.0445842508307072,-0.022589058534001897,-0.23180187067767452
12,22.763873563168143,2.618992905694643,-0.037650009932227765,0.013927261647399962,-0.48595152553347826
13,22.211663945329068,2.633339625876775,-0.09614188646893052,-0.0016521150194465358,-0.8931431654088227
14,23.30095302511527,2.5523150320303216,0.014974486312267082,-0.0077404444654844565,0.2223468241228159
15,23.92947376768268,2.501398285664726,0.007486399681771071,0.06220986038959292,-0.5160222414607757
16,22.840152818250225,2.6205932954807154,-0.06190329062618881,0.018696189146354653,-0.7643794963964815
17,22.871641018361057,2.5874140368459284,-0.04383792592710769,0.031312562623609076,-0.70813632270851
18,22.64027472343536,2.6479845943812,-0.056471925678681326,-0.0006085652829092226,-0.5341037929555066
19,23.417265738293935,2.5611498236550583,0.01919825387126028,-0.009603961281464008,0.2825444743279437
20,22.081273391983665,2.6823550983446336,-0.07764680709153057,-0.022062419748776686,-0.535220099307284
21,24.071584985952374,2.510847074870382,0.034073017989739676,0.03924009219383168,-0.015463916010489565
22,23.05387589612576,2.5934868790998094,-0.030494951878013665,0.0028573969391426563,-0.32696875194670794
23,23.515242885520006,2.540656981179495,0.022068947650459393,0.0012569240997636934,0.2146962060167458
24,23.895718885442033,2.5751198248343377,0.01581083608989008,0.011354433061961287,0.057163845362951694
25,23.223843444068013,2.5536291431889127,0.006068449088925687,0.014191540882414071,-0.06780657407054018
26,23.263434285933013,2.5768742258025754,0.005375646164463424,-0.004905503671907768,0.09819152798258377
27,23.389990519063986,2.579394759678984,-0.0019437364576720855,0.005026590263948594,-0.06515076412247843
28,22.911825353045675,2.563402422171438,0.005960819762250907,-0.01579938263063298,0.20045465052423908
29,24.11590476347974,2.4977436011709866,0.05233570281806577,0.011512634659554486,0.4464855360524122
30,23.614732314894678,2.5383450454579317,0.0355153364405463,-0.028048193469258506,0.6268595851256366
31,23.242206476272347,2.5715933430149236,-0.004564924030441415,-0.00915836610932024,0.03695086598514962
32,23.31626413835353,2.610036274710276,-0.0057107516051556045,-0.0040252099180112695,-0.02076821865052296
33,23.07774023945025,2.5846106075671256,-0.002638474424180693,-0.009671395753337676,0.06015780563579689
34,22.134336882303966,2.6670951114915806,-0.057804200851989944,-0.05465180149517262,-0.08396609851012425
35,23.78757444200439,2.538354222060129,0.02133463213462108,0.02541254107570869,-0.016880508077413127
36,22.749230956164674,2.6018833049640495,-0.02456612900548455,0.0008858975938475023,-0.24710263950384898
37,22.8998740692415,2.6056967442604866,-0.014515864055606172,-0.0026730878780507716,-0.11859477642082834
38,23.01696919978173,2.629864697755172,-0.028722187557426167,0.004517567727362354,-0.319641497684416
39,22.442927629197076,2.622901606312935,-0.05870753793774791,-0.007253976663466192,-0.49897130885611
40,23.217395100397958,2.5545068762562817,0.015164973246872035,-0.00043122070031242145,0.156915618077741
41,22.717024801934365,2.598395499406868,-0.04528107784266914,0.0020913652302297094,-0.4594447278570417
42,21.84901062194019,2.695028254556664,-0.05930788196720159,-0.06462604415872461,-0.01619271906850995
43,23.946093991789077,2.5066088900194536,0.05070615748171006,0.007909514503771982,0.45955032912860466
44,22.33378229567487,2.660577227001158,-0.04676576133468787,-0.019564476854283933,-0.2751025145710549
45,24.53318185051066,2.4772778531536517,0.052209924011974364,0.052555673102303725,0.048785873174519614
46,23.250327848210166,2.55942239514523,0.004783344132695094,0.008091723044527531,-0.025270661213243218
47,22.708983316019406,2.6422913506706522,-0.0382488499523638,-0.038239503629086034,-0.03832917625677643
