,M1,M2,chi_eff,spin1,spin2
0,Msun,Msun,#,#,#
1,37.82968555101676,32.50590592714453,0.26009026947151087,0.15304701,0.38466495
2,37.066100673418944,25.20024321100247,-0.168956211009107,-0.050519116,-0.34316093
3,34.898386424405345,27.3017839702598,0.21581457726566317,0.20913625,0.22435112
4,30.351876866346654,29.787337825002794,-0.34207966136586954,-0.28412119,-0.40113658
5,39.73229485838317,29.451542347161553,0.19803114955322235,0.52219146,-0.23928493
6,37.01660017473564,24.70124568821203,0.3528882898862997,0.57149804,0.025285795
7,40.72816133565705,36.1802855402103,-0.04065599580804831,-0.1083404,0.035536364
8,38.70625827268745,17.580330485862763,0.26765842220062563,0.4912172,-0.22454642
9,33.62987547352849,27.862938590487563,0.23657876176733397,0.48433015,-0.062451016
10,34.56494594139294,27.74357569289595,0.3102116159611863,0.25494829,0.37906265
11,30.750864767356067,28.081518555386403,0.2951448528834981,0.35727045,0.22711378
12,40.00540866877409,31.32318259104306,0.16899387238039607,0.25783426,0.055528518
13,40.47101758000014,31.74826332588194,0.2072474720492819,0.0044904249,0.4657115
14,44.38675410959414,20.577817582015754,0.07073376134260737,0.25529575,-0.32737005
15,43.46689659107355,26.2669827612336,0.22107919014989844,0.2791521,0.12497949
16,33.40012775718448,32.98076875958179,0.0012206951154184915,0.21923909,-0.21956986
17,36.09527639083826,31.435167017517454,0.20495766214312833,-0.18096907,0.64809614
18,31.478180639639795,28.1229620160715,0.22113691894912998,0.52578127,-0.11985312
19,44.3117896794692,31.729071168553684,0.4513398327209315,0.72485685,0.069354855
20,34.754650465591,30.938677114581548,0.009803767574982405,0.029600939,-0.012435185
21,41.77642693098789,30.388811400727388,0.19122486128829513,-0.036172502,0.50383496
22,44.592495717883196,22.28136715533138,0.21230515521971488,0.29386088,0.049084771
23,34.49192056060153,30.39663887268394,0.10898810840980008,0.283016,-0.088486232
24,34.86566419647376,26.607712497833848,0.27648912072181614,0.17880039,0.40449646
25,36.51536379677728,30.093669055845762,0.11292194531967273,0.17686903,0.035329178
26,43.487672317612514,25.10718346317008,0.33020912588101275,0.52748519,-0.011488972
27,36.746789038103756,19.66066540523631,0.00113422319446927,0.10298009,-0.18922091
